68b1c1c02486dfb21a509eeb|170344|对子44|10.0|{"SS0001":10.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509eed|170344|341|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509eee|170344|347|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509eef|170344|348|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509ef0|170344|346|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509ef1|170344|组选134|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509ef2|170344|组选347|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509ef3|170344|组选348|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509ef4|170344|组选346|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509ef6|170344|844|6.0|{"SS0001":6.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1c02486dfb21a509ef7|170344|组选448|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:36
68b1c1d02486dfb21a509ef9|170344|044|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509efa|170344|440|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509efb|170344|404|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509efc|170344|441|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509efd|170344|144|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509efe|170344|414|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509eff|170344|442|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f00|170344|244|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f01|170344|424|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f02|170344|443|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f03|170344|344|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f04|170344|434|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f05|170344|445|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f06|170344|544|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f07|170344|454|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f08|170344|446|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f09|170344|644|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f0a|170344|464|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f0b|170344|447|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f0c|170344|744|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f0d|170344|474|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f0e|170344|448|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f0f|170344|844|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f10|170344|484|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f11|170344|449|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f12|170344|944|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f13|170344|494|4.0|{"SS0001":4.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f14|170344|组选044|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f15|170344|组选044|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f16|170344|组选044|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f17|170344|组选144|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f18|170344|组选144|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f19|170344|组选144|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f1a|170344|组选244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f1b|170344|组选244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f1c|170344|组选244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f1d|170344|组选344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f1e|170344|组选344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f1f|170344|组选344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f20|170344|组选445|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f21|170344|组选445|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f22|170344|组选445|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f23|170344|组选446|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f24|170344|组选446|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f25|170344|组选446|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f26|170344|组选447|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f27|170344|组选447|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f28|170344|组选447|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f29|170344|组选448|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f2a|170344|组选448|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f2b|170344|组选448|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f2c|170344|组选449|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f2d|170344|组选449|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d02486dfb21a509f2e|170344|组选449|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:52
68b1c1d32486dfb21a509f30|170344|442|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f31|170344|244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f32|170344|424|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f33|170344|443|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f34|170344|344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f35|170344|434|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f36|170344|446|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f37|170344|644|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f38|170344|464|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f39|170344|组选244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f3a|170344|组选244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f3b|170344|组选244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f3c|170344|组选344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f3d|170344|组选344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f3e|170344|组选344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f3f|170344|组选446|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f40|170344|组选446|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d32486dfb21a509f41|170344|组选446|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:05:55
68b1c1d92486dfb21a509f43|170344|144|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f44|170344|441|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f45|170344|414|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f46|170344|442|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f47|170344|244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f48|170344|424|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f49|170344|443|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f4a|170344|344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f4b|170344|434|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f4c|170344|组选144|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f4d|170344|组选144|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f4e|170344|组选144|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f4f|170344|组选244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f50|170344|组选244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f51|170344|组选244|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f52|170344|组选344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
68b1c1d92486dfb21a509f53|170344|组选344|2.0|{"SS0001":2.0}|{"SS0001":0.08,"xx01":0}|2025-08-29 23:06:01
